Type,Price,Location,Baths,Area,Beds,Lat,Lng
House,PKR90 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3,31.3694884,74.1768412
Upper Portion,PKR58 Thousand,"Bahria Town, Lahore, Punjab",4,10 Marla,3,31.3694884,74.1768412
House,PKR1.15 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5,31.3694884,74.1768412
Upper Portion,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",3,5 Marla,2,31.3181216,74.2111003
House,PKR50 Thousand,"Bahria Orchard, Lahore, Punjab",4,5 Marla,3,31.3181216,74.2111003
Lower Portion,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",4,5 Marla,3,31.3181216,74.2111003
House,PKR65 Thousand,"Central Park Housing Scheme, Lahore, Punjab",6,10 Marla,5,31.3202919,74.3851379
House,PKR45 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,5 Marla,3,31.3202919,74.3851379
Upper Portion,PKR40 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,3,31.3202919,74.3851379
Upper Portion,PKR60 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,1 Kanal,3,31.3202919,74.3851379
House,PKR70 Thousand,"Central Park Housing Scheme, Lahore, Punjab",5,10 Marla,5,31.3202919,74.3851379
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",8,2 Kanal,8,31.4676379,74.3807788
Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Flat,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",3,5.5 Marla,2,31.4676379,74.3807788
Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Lower Portion,PKR1.65 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Lower Portion,PKR28 Thousand,"Harbanspura Road, Lahore, Punjab",2,5 Marla,2,31.5603503,74.4209234
Upper Portion,PKR1 Lakh,"Bahria Town, Lahore, Punjab",4,10 Marla,3,31.3694884,74.1768412
House,PKR95 Thousand,"Wapda Town, Lahore, Punjab",5,10 Marla,5,31.4311985,74.26435819999999
Lower Portion,PKR85 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3,31.4311985,74.26435819999999
House,PKR85 Thousand,"Wapda Town, Lahore, Punjab",4,10 Marla,4,31.4311985,74.26435819999999
House,PKR1 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5,31.4311985,74.26435819999999
House,PKR1.2 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5,31.4311985,74.26435819999999
Upper Portion,PKR60 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3,31.4311985,74.26435819999999
Upper Portion,PKR65 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3,31.4311985,74.26435819999999
Lower Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2,31.4311985,74.26435819999999
Upper Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3,31.4311985,74.26435819999999
Lower Portion,PKR60 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2,31.4311985,74.26435819999999
Room,PKR5.5 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1,31.469693,74.27284610000001
House,PKR1.3 Lakh,"Johar Town, Lahore, Punjab",5,12 Marla,4,31.469693,74.27284610000001
Upper Portion,PKR67 Thousand,"Wapda Town, Lahore, Punjab",4,1 Kanal,3,31.4311985,74.26435819999999
Lower Portion,PKR1.55 Lakh,"Nasheman-e-Iqbal, Lahore, Punjab",5,2 Kanal,3,31.4328323,74.2487451
Room,PKR5.5 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1,31.469693,74.27284610000001
Upper Portion,PKR65 Thousand,"PIA Housing Scheme, Lahore, Punjab",2,1 Kanal,2,31.4448646,74.27808550000002
Upper Portion,PKR55 Thousand,"Gosha-e-Ahbab, Lahore, Punjab",3,1 Kanal,3,31.4841409,74.2777188
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Lower Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",4,1 Kanal,3,31.3694884,74.1768412
Lower Portion,PKR35 Thousand,"Bahria Town, Lahore, Punjab",3,8 Marla,2,31.3694884,74.1768412
Upper Portion,PKR29 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2,31.3694884,74.1768412
House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3,31.3694884,74.1768412
Lower Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,2,31.3694884,74.1768412
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6,31.4676379,74.3807788
House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Upper Portion,PKR38 Thousand,"Cavalry Ground, Lahore, Punjab",2,6 Marla,2,31.5004073,74.36607839999999
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Lower Portion,PKR2.5 Lakh,"Kalma Chowk, Lahore, Punjab",3,2 Kanal,3,31.5958449,74.3457135
Upper Portion,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Lower Portion,PKR2.5 Lakh,"Kalma Chowk, Lahore, Punjab",3,2 Kanal,3,31.5958449,74.3457135
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3,31.4676379,74.3807788
House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Flat,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",1,5.9 Marla,1,31.4676379,74.3807788
Upper Portion,PKR67 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2,31.4676379,74.3807788
House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5,31.4676379,74.3807788
House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6,31.4676379,74.3807788
House,PKR1.2 Lakh,"Faisal Town, Lahore, Punjab",5,10 Marla,5,31.4760114,74.3044879
House,PKR3 Lakh,"Gulberg, Lahore, Punjab",6,1 Kanal,5,31.5164883,74.3499496
House,PKR1.75 Lakh,"Valencia Housing Society, Lahore, Punjab",-,1 Kanal,-,31.403247,74.25603570000001
Upper Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,5 Marla,-,31.4639288,74.2170853
Upper Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-,31.3837953,74.2756066
Upper Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-,31.3837953,74.2756066
House,PKR1.05 Lakh,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-,31.3837953,74.2756066
House,PKR95 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-,31.3837953,74.2756066
Upper Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,8 Marla,-,31.3837953,74.2756066
Lower Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,8 Marla,-,31.3837953,74.2756066
House,PKR1.05 Lakh,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-,31.403247,74.25603570000001
Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,1.2 Marla,-,31.3694884,74.1768412
Upper Portion,PKR60 Thousand,"Abdalians Cooperative Housing Society, Lahore, Punjab",3,1 Kanal,2,31.4555022,74.2685504
Upper Portion,PKR75 Thousand,"Abdalians Cooperative Housing Society, Lahore, Punjab",4,1 Kanal,4,31.4555022,74.2685504
Lower Portion,PKR50 Thousand,"Johar Town, Lahore, Punjab",3,7.5 Marla,2,31.469693,74.27284610000001
House,PKR1.1 Lakh,"PCSIR Housing Scheme, Lahore, Punjab",6,10 Marla,5,31.4562075,74.3015563
Upper Portion,PKR27 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2,31.5525146,74.3264869
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR1.9 Lakh,"Punjab University Employees Society, Lahore, Punjab",6,1 Kanal,6,31.4269467,74.24067560000002
Flat,PKR35 Thousand,"Faisal Town, Lahore, Punjab",2,5 Marla,3,31.4760114,74.3044879
Upper Portion,PKR70 Thousand,"Johar Town, Lahore, Punjab",3,1 Kanal,3,31.469693,74.27284610000001
House,PKR1.4 Lakh,"Faisal Town, Lahore, Punjab",6,10 Marla,6,31.4760114,74.3044879
Lower Portion,PKR45 Thousand,"Faisal Town, Lahore, Punjab",1,10 Marla,1,31.4760114,74.3044879
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",3,1 Kanal,3,31.3689001,74.2325105
Flat,PKR16 Thousand,"Canal View, Lahore, Punjab",1,3 Marla,1,31.4781106,74.2546136
House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Room,PKR18 Thousand,"Model Town, Lahore, Punjab",1,1.3 Marla,1,31.4804642,74.3239342
Lower Portion,PKR1.6 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,4,31.4804642,74.3239342
Upper Portion,PKR1.05 Lakh,"Model Town, Lahore, Punjab",3,2 Kanal,3,31.4804642,74.3239342
Upper Portion,PKR1 Lakh,"Model Town, Lahore, Punjab",3,2 Kanal,3,31.4804642,74.3239342
Upper Portion,PKR55 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
House,PKR2 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,4,31.4804642,74.3239342
House,PKR3 Lakh,"Model Town, Lahore, Punjab",5,1.2 Kanal,5,31.4804642,74.3239342
House,PKR2.5 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5,31.4804642,74.3239342
Flat,PKR64 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3,31.4942473,74.3836719
House,PKR65 Thousand,"Bahria Nasheman, Lahore, Punjab",6,8 Marla,5,31.3190793,74.4034624
House,PKR49.5 Thousand,"Canal Garden, Lahore, Punjab",-,5 Marla,-,31.3886132,74.17390569999999
Lower Portion,PKR40 Thousand,"Canal Garden, Lahore, Punjab",2,10 Marla,2,31.3886132,74.17390569999999
House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3,31.4676379,74.3807788
House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3,31.4676379,74.3807788
House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3,31.4676379,74.3807788
House,PKR65 Thousand,"Defence Road, Lahore, Punjab",5,6 Marla,5,31.396232,74.2319637
Lower Portion,PKR25 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2,31.5525146,74.3264869
House,PKR68 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
Lower Portion,PKR65 Thousand,"Johar Town, Lahore, Punjab",3,10 Marla,3,31.469693,74.27284610000001
House,PKR66 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR64 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR62 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",3,3 Marla,3,31.5525146,74.3264869
House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5,31.3694884,74.1768412
House,PKR2.3 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5,31.4804642,74.3239342
Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5,31.4676379,74.3807788
House,PKR2.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Lower Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2,31.4676379,74.3807788
Lower Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,4,31.4676379,74.3807788
Upper Portion,PKR65 Thousand,"Model Town, Lahore, Punjab",4,15 Marla,3,31.4804642,74.3239342
Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.1 Marla,1,31.3694884,74.1768412
Flat,PKR85 Thousand,"Askari, Lahore, Punjab",4,12 Marla,5,31.4942473,74.3836719
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR2 Lakh,"Askari, Lahore, Punjab",6,1 Kanal,5,31.4942473,74.3836719
Upper Portion,PKR40 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2,31.4153247,74.20912799999999
House,PKR55 Thousand,"Habib Homes, Lahore, Punjab",5,5 Marla,4,31.4632019,74.3217207
House,PKR95 Thousand,"Allama Iqbal Town, Lahore, Punjab",4,7 Marla,3,31.512412,74.2844714
House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
House,PKR1.6 Lakh,"Askari, Lahore, Punjab",5,17 Marla,4,31.4942473,74.3836719
Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1,31.3694884,74.1768412
Flat,PKR12 Thousand,"Abbot Road, Lahore, Punjab",-,1 Marla,1,31.5651475,74.3297094
Flat,PKR12 Thousand,"Abbot Road, Lahore, Punjab",-,1 Marla,1,31.5651475,74.3297094
House,PKR1 Lakh,"Askari, Lahore, Punjab",5,10 Marla,4,31.4942473,74.3836719
House,PKR55 Thousand,"Valencia Housing Society, Lahore, Punjab",4,5 Marla,3,31.403247,74.25603570000001
Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2,31.5572673,74.3394299
Upper Portion,PKR60 Thousand,"Davis Road, Lahore, Punjab",-,1.5 Kanal,3,31.5572673,74.3394299
Room,PKR20 Thousand,"Gulberg, Lahore, Punjab",1,2 Marla,-,31.5164883,74.3499496
House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2,31.5572673,74.3394299
House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2,31.5572673,74.3394299
Flat,PKR40 Thousand,"Abbot Road, Lahore, Punjab",-,4 Marla,2,31.5651475,74.3297094
House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3,31.3694884,74.1768412
House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",3,6 Marla,3,31.3694884,74.1768412
House,PKR25 Thousand,"Taj Bagh Scheme, Lahore, Punjab",4,3 Marla,3,31.5622136,74.4137129
Lower Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,2,31.512412,74.2844714
Flat,PKR60 Thousand,"Rehman Gardens, Lahore, Punjab",3,10 Marla,3,31.4865895,74.40877560000001
Upper Portion,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR29 Thousand,"Al-Hamd Park, Lahore, Punjab",2,2 Marla,4,31.5017412,74.25718100000002
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,2 Kanal,3,31.4676379,74.3807788
Flat,PKR60 Thousand,"Rehman Gardens, Lahore, Punjab",3,7 Marla,3,31.4865895,74.40877560000001
Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2,31.4676379,74.3807788
Lower Portion,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2,31.4676379,74.3807788
Upper Portion,PKR67 Thousand,"Valencia Housing Society, Lahore, Punjab",4,1 Kanal,3,31.403247,74.25603570000001
Upper Portion,PKR75 Thousand,"Sui Gas Housing Society, Lahore, Punjab",3,1.2 Kanal,3,31.3388255,74.2051202
Upper Portion,PKR80 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,1 Kanal,3,31.4448646,74.27808550000002
Upper Portion,PKR30 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR30 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
Upper Portion,PKR65 Thousand,"UET Housing Society, Lahore, Punjab",3,1 Kanal,3,31.4082952,74.2751517
Flat,PKR80 Thousand,"Bahria Town, Lahore, Punjab",2,5.3 Marla,2,31.3694884,74.1768412
Upper Portion,PKR40 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2,31.4311985,74.26435819999999
Upper Portion,PKR40 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,2,31.4311985,74.26435819999999
Lower Portion,PKR38 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2,31.469693,74.27284610000001
House,PKR1 Lakh,"Punjab University Employees Society, Lahore, Punjab",3,14 Marla,4,31.4269467,74.24067560000002
Upper Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,5,31.4311985,74.26435819999999
House,PKR80 Thousand,"Johar Town, Lahore, Punjab",5,5 Marla,5,31.469693,74.27284610000001
House,PKR1.3 Lakh,"Johar Town, Lahore, Punjab",5,8 Marla,5,31.469693,74.27284610000001
House,PKR1.2 Lakh,"Johar Town, Lahore, Punjab",4,12 Marla,4,31.469693,74.27284610000001
Upper Portion,PKR45 Thousand,"Model Town, Lahore, Punjab",2,10 Marla,2,31.4804642,74.3239342
House,PKR1.75 Lakh,"Valencia Housing Society, Lahore, Punjab",6,1 Kanal,6,31.403247,74.25603570000001
Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",3,7 Marla,3,31.4527726,74.2025244
Flat,PKR55 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1,31.3694884,74.1768412
Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",4,10 Marla,4,31.4527726,74.2025244
Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Upper Portion,PKR50 Thousand,"Park View City, Lahore, Punjab",3,10 Marla,3,31.4527726,74.2025244
House,PKR1.35 Lakh,"Allama Iqbal Town, Lahore, Punjab",6,1 Kanal,6,31.512412,74.2844714
House,PKR1.4 Lakh,"Bahria Town, Lahore, Punjab",5,10 Marla,5,31.3694884,74.1768412
House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR1.5 Lakh,"PCSIR Staff Colony, Lahore, Punjab",-,1 Kanal,-,31.4292593,74.28688679999999
House,PKR23 Thousand,"Model Town, Lahore, Punjab",2,3 Marla,2,31.4804642,74.3239342
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4,31.4676379,74.3807788
Flat,PKR35 Thousand,"Johar Town, Lahore, Punjab",1,2.2 Marla,1,31.469693,74.27284610000001
House,PKR3.5 Lakh,"Cantt, Lahore, Punjab",8,2 Kanal,8,31.5196113,74.388925
House,PKR80 Thousand,"Eden Avenue Extension, Lahore, Punjab",3,10 Marla,3,31.4990163,74.4192199
Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Flat,PKR90 Thousand,"Askari, Lahore, Punjab",5,12 Marla,4,31.4942473,74.3836719
Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
House,PKR70 Thousand,"Airport Road, Lahore, Punjab",3,8 Marla,3,31.5202806,74.4256343
House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2,31.5572673,74.3394299
Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2,31.5572673,74.3394299
Upper Portion,PKR60 Thousand,"Davis Road, Lahore, Punjab",-,1.5 Kanal,3,31.5572673,74.3394299
House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2,31.5572673,74.3394299
House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2,31.5572673,74.3394299
Flat,PKR40 Thousand,"Abbot Road, Lahore, Punjab",-,4 Marla,2,31.5651475,74.3297094
Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2,31.5572673,74.3394299
